,K,alpha,k,accuracy,precision,recall
311,10.0,3.0,5.0,0.57,"[0.76923077 1.         0.57142857 0.66666667 0.42857143 0.42857143
 0.44444444 0.54545455 0.33333333 0.4       ]","[0.90909091 1.         0.66666667 0.66666667 0.6        0.33333333
 0.4        0.54545455 0.33333333 0.2       ]"
312,10.0,3.0,8.0,0.54,"[0.78571429 1.         0.5        0.6        0.41666667 0.4
 0.4        0.5        0.375      0.25      ]","[1.         1.         0.58333333 0.66666667 0.5        0.22222222
 0.4        0.45454545 0.33333333 0.2       ]"
313,10.0,3.0,13.0,0.52,"[0.78571429 1.         0.52941176 0.5        0.4375     0.33333333
 0.4        0.5        0.         0.375     ]","[1.         1.         0.75       0.55555556 0.7        0.11111111
 0.4        0.27272727 0.         0.3       ]"
314,10.0,3.0,21.0,0.53,"[0.78571429 0.9        0.57142857 0.5        0.5        0.6
 0.4        0.5        0.         0.25      ]","[1.         1.         0.66666667 0.55555556 0.6        0.33333333
 0.4        0.45454545 0.         0.2       ]"
315,10.0,3.0,34.0,0.54,"[0.78571429 0.9        0.55555556 0.5        0.46666667 0.6
 0.5        0.4        0.16666667 0.16666667]","[1.         1.         0.83333333 0.55555556 0.7        0.33333333
 0.3        0.36363636 0.11111111 0.1       ]"
316,10.0,3.0,55.0,0.56,"[0.76923077 0.9        0.64285714 0.5        0.53333333 0.6
 0.5        0.36363636 0.22222222 0.4       ]","[0.90909091 1.         0.75       0.55555556 0.8        0.33333333
 0.4        0.36363636 0.22222222 0.2       ]"
317,10.0,3.0,89.0,0.56,"[0.73333333 0.9        0.61538462 0.5        0.53333333 0.66666667
 0.4        0.41666667 0.25       0.5       ]","[1.         1.         0.66666667 0.55555556 0.8        0.22222222
 0.4        0.45454545 0.22222222 0.2       ]"
318,10.0,3.0,144.0,0.5,"[0.73333333 0.75       0.61538462 0.5        0.47058824 0.5
 0.36363636 0.36363636 0.         0.        ]","[1.         1.         0.66666667 0.55555556 0.8        0.11111111
 0.4        0.36363636 0.         0.        ]"
319,10.0,3.0,1.0,0.37,"[0.36363636 1.         0.33333333 0.5        0.3        0.25
 0.3        0.44444444 0.33333333 0.25      ]","[0.36363636 0.77777778 0.30769231 0.22222222 0.3        0.375
 0.3        0.36363636 0.3        0.44444444]"
320,10.0,3.0,2.0,0.36,"[0.42857143 0.8        0.23076923 0.28571429 0.35714286 0.22222222
 0.27272727 0.30769231 0.4        0.25      ]","[0.54545455 0.88888889 0.23076923 0.22222222 0.5        0.25
 0.3        0.36363636 0.2        0.11111111]"
321,10.0,3.0,3.0,0.38,"[0.42857143 0.8        0.27272727 0.375      0.09090909 0.3
 0.45454545 0.36363636 0.66666667 0.27272727]","[0.54545455 0.88888889 0.23076923 0.33333333 0.1        0.375
 0.5        0.36363636 0.2        0.33333333]"
322,10.0,3.0,5.0,0.4,"[0.46666667 0.8        0.33333333 0.6        0.11111111 0.375
 0.4        0.33333333 0.33333333 0.28571429]","[0.63636364 0.88888889 0.30769231 0.33333333 0.1        0.375
 0.4        0.45454545 0.3        0.22222222]"
323,10.0,3.0,8.0,0.45,"[0.46153846 0.8        0.46666667 0.625      0.33333333 0.33333333
 0.30769231 0.45454545 0.66666667 0.22222222]","[0.54545455 0.88888889 0.53846154 0.55555556 0.4        0.25
 0.4        0.45454545 0.2        0.22222222]"
324,10.0,3.0,13.0,0.44,"[0.46153846 0.8        0.57142857 0.55555556 0.28571429 0.2
 0.18181818 0.45454545 0.75       0.22222222]","[0.54545455 0.88888889 0.61538462 0.55555556 0.4        0.125
 0.2        0.45454545 0.3        0.22222222]"
325,10.0,3.0,21.0,0.44,"[0.42857143 0.72727273 0.53333333 0.71428571 0.30769231 0.33333333
 0.28571429 0.36363636 0.75       0.125     ]","[0.54545455 0.88888889 0.61538462 0.55555556 0.4        0.125
 0.4        0.36363636 0.3        0.11111111]"
326,10.0,3.0,34.0,0.43,"[0.53846154 0.72727273 0.53846154 0.625      0.22222222 0.5
 0.15384615 0.4        0.66666667 0.15384615]","[0.63636364 0.88888889 0.53846154 0.55555556 0.2        0.25
 0.2        0.36363636 0.4        0.22222222]"
327,10.0,3.0,55.0,0.41,"[0.58333333 0.66666667 0.61538462 0.625      0.23076923 0.2
 0.09090909 0.4        0.6        0.09090909]","[0.63636364 0.88888889 0.61538462 0.55555556 0.3        0.125
 0.1        0.36363636 0.3        0.11111111]"
328,10.0,3.0,89.0,0.43,"[0.46666667 0.66666667 0.5        0.83333333 0.21428571 0.25
 0.16666667 0.55555556 1.         0.27272727]","[0.63636364 0.88888889 0.61538462 0.55555556 0.3        0.125
 0.2        0.45454545 0.1        0.33333333]"
329,10.0,3.0,144.0,0.38,"[0.46153846 0.53333333 0.5        0.75       0.14285714 0.5
 0.07692308 0.33333333 0.33333333 0.33333333]","[0.54545455 0.88888889 0.53846154 0.66666667 0.2        0.125
 0.1        0.36363636 0.1        0.22222222]"
330,10.0,5.0,1.0,0.69,"[1.         0.90909091 0.88888889 0.61538462 0.63636364 0.4
 0.77777778 0.75       0.58333333 0.44444444]","[0.72727273 1.         0.61538462 0.88888889 0.7        0.44444444
 0.77777778 0.6        0.7        0.44444444]"
331,10.0,5.0,2.0,0.68,"[1.         0.83333333 0.71428571 0.42857143 0.625      0.42857143
 0.83333333 0.77777778 0.625      0.6       ]","[0.81818182 1.         0.76923077 0.66666667 1.         0.33333333
 0.55555556 0.7        0.5        0.33333333]"
332,10.0,5.0,3.0,0.7,"[1.         0.83333333 0.81818182 0.61538462 0.5625     0.57142857
 0.85714286 0.85714286 0.55555556 0.44444444]","[0.81818182 1.         0.69230769 0.88888889 0.9        0.44444444
 0.66666667 0.6        0.5        0.44444444]"
333,10.0,5.0,5.0,0.71,"[0.90909091 0.90909091 0.66666667 0.61538462 0.58823529 0.57142857
 0.66666667 0.75       0.75       0.71428571]","[0.90909091 1.         0.46153846 0.88888889 1.         0.44444444
 0.66666667 0.6        0.6        0.55555556]"
334,10.0,5.0,8.0,0.7,"[0.91666667 0.83333333 0.71428571 0.57142857 0.57142857 0.6
 0.7        0.63636364 0.75       0.71428571]","[1.         1.         0.38461538 0.88888889 0.8        0.33333333
 0.77777778 0.7        0.6        0.55555556]"
335,10.0,5.0,13.0,0.71,"[0.90909091 0.83333333 0.85714286 0.53333333 0.61538462 0.6
 0.7        0.75       0.77777778 0.6       ]","[0.90909091 1.         0.46153846 0.88888889 0.8        0.33333333
 0.77777778 0.6        0.7        0.66666667]"
336,10.0,5.0,21.0,0.71,"[0.90909091 0.83333333 0.83333333 0.53333333 0.64285714 0.66666667
 0.7        0.66666667 0.77777778 0.625     ]","[0.90909091 1.         0.38461538 0.88888889 0.9        0.44444444
 0.77777778 0.6        0.7        0.55555556]"
337,10.0,5.0,34.0,0.65,"[0.90909091 0.71428571 1.         0.47058824 0.6        0.5
 0.63636364 0.75       0.7        0.45454545]","[0.90909091 1.         0.38461538 0.88888889 0.9        0.11111111
 0.77777778 0.3        0.7        0.55555556]"
338,10.0,5.0,55.0,0.62,"[0.83333333 0.71428571 0.71428571 0.47058824 0.5625     0.33333333
 0.875      0.5        0.83333333 0.33333333]","[0.90909091 1.         0.38461538 0.88888889 0.9        0.11111111
 0.77777778 0.4        0.5        0.33333333]"
339,10.0,5.0,89.0,0.65,"[0.9        0.66666667 0.71428571 0.47368421 0.6        0.
 0.875      0.63636364 0.83333333 0.57142857]","[0.81818182 1.         0.38461538 1.         0.9        0.
 0.77777778 0.7        0.5        0.44444444]"
340,10.0,5.0,144.0,0.64,"[0.90909091 0.625      0.57142857 0.44444444 0.6        0.
 0.75       0.72727273 0.83333333 0.57142857]","[0.90909091 1.         0.30769231 0.88888889 0.9        0.
 0.66666667 0.8        0.5        0.44444444]"
341,10.0,5.0,1.0,0.62,"[0.9        0.66666667 0.55555556 0.77777778 0.77777778 0.2
 0.5        0.75       0.47058824 0.6       ]","[0.81818182 0.6        0.76923077 0.77777778 0.7        0.11111111
 0.55555556 0.6        0.8        0.33333333]"
342,10.0,5.0,2.0,0.58,"[0.83333333 0.57142857 0.52173913 0.41666667 0.7        0.28571429
 1.         0.625      0.5        0.5       ]","[0.90909091 0.8        0.92307692 0.55555556 0.7        0.22222222
 0.44444444 0.5        0.3        0.22222222]"
343,10.0,5.0,3.0,0.65,"[0.81818182 0.61538462 0.70588235 0.6        0.66666667 0.33333333
 0.85714286 0.8        0.4375     0.66666667]","[0.81818182 0.8        0.92307692 0.66666667 0.8        0.11111111
 0.66666667 0.4        0.7        0.44444444]"
344,10.0,5.0,5.0,0.69,"[0.9        0.8        0.66666667 0.71428571 0.77777778 0.4
 0.85714286 0.85714286 0.52631579 0.5       ]","[0.81818182 0.8        0.92307692 0.55555556 0.7        0.22222222
 0.66666667 0.6        1.         0.44444444]"
345,10.0,5.0,8.0,0.68,"[1.         0.75       0.75       0.625      0.6        0.33333333
 0.71428571 0.85714286 0.52631579 0.5       ]","[0.81818182 0.9        0.92307692 0.55555556 0.9        0.11111111
 0.55555556 0.6        1.         0.22222222]"
346,10.0,5.0,13.0,0.68,"[1.         0.66666667 0.73333333 0.85714286 0.58823529 0.5
 0.71428571 0.83333333 0.52631579 0.66666667]","[0.72727273 0.8        0.84615385 0.66666667 1.         0.33333333
 0.55555556 0.5        1.         0.22222222]"
347,10.0,5.0,21.0,0.68,"[1.         0.66666667 0.75       0.71428571 0.66666667 0.4
 1.         0.75       0.45       0.75      ]","[0.81818182 0.8        0.92307692 0.55555556 1.         0.22222222
 0.44444444 0.6        0.9        0.33333333]"
348,10.0,5.0,34.0,0.68,"[1.         0.75       0.8        0.8        0.66666667 0.5
 0.83333333 0.33333333 0.5625     0.66666667]","[0.72727273 0.9        0.92307692 0.88888889 0.8        0.33333333
 0.55555556 0.4        0.9        0.22222222]"
349,10.0,5.0,55.0,0.63,"[1.         0.64285714 0.78571429 0.58333333 0.72727273 0.4
 0.83333333 0.38461538 0.42857143 0.66666667]","[0.72727273 0.9        0.84615385 0.77777778 0.8        0.22222222
 0.55555556 0.5        0.6        0.22222222]"
350,10.0,5.0,89.0,0.6,"[1.         0.52941176 0.76923077 0.6        0.8        0.4
 0.83333333 0.375      0.38461538 0.5       ]","[0.72727273 0.9        0.76923077 0.66666667 0.8        0.22222222
 0.55555556 0.6        0.5        0.11111111]"
351,10.0,5.0,144.0,0.57,"[1.         0.45       0.64285714 0.54545455 0.8        0.25
 0.6        0.42857143 0.36363636 1.        ]","[0.72727273 0.9        0.69230769 0.66666667 0.8        0.11111111
 0.33333333 0.6        0.4        0.33333333]"
352,10.0,5.0,1.0,0.67,"[0.75       1.         0.61538462 0.63636364 0.57142857 0.71428571
 0.55555556 0.6        0.8        0.6       ]","[0.81818182 0.9        0.61538462 0.77777778 0.8        0.55555556
 0.55555556 0.6        0.44444444 0.6       ]"
353,10.0,5.0,2.0,0.64,"[0.64285714 1.         0.64705882 0.58333333 0.5625     0.66666667
 1.         0.42857143 1.         0.5       ]","[0.81818182 0.9        0.84615385 0.77777778 0.9        0.44444444
 0.44444444 0.6        0.22222222 0.3       ]"
354,10.0,5.0,3.0,0.66,"[0.6        1.         0.61538462 0.63636364 0.66666667 1.
 0.6        0.58333333 0.8        0.5       ]","[0.81818182 0.9        0.61538462 0.77777778 0.8        0.33333333
 0.66666667 0.7        0.44444444 0.5       ]"
355,10.0,5.0,5.0,0.73,"[0.81818182 1.         0.71428571 0.66666667 0.61538462 0.83333333
 0.7        0.63636364 1.         0.5       ]","[0.81818182 0.9        0.76923077 0.88888889 0.8        0.55555556
 0.77777778 0.7        0.66666667 0.4       ]"
356,10.0,5.0,8.0,0.65,"[0.75       0.9        0.7        0.57142857 0.61538462 1.
 0.6        0.42857143 1.         0.28571429]","[0.81818182 0.9        0.53846154 0.88888889 0.8        0.66666667
 0.66666667 0.6        0.44444444 0.2       ]"
357,10.0,5.0,13.0,0.64,"[0.75       0.81818182 0.7        0.53846154 0.5625     1.
 0.6        0.45454545 1.         0.16666667]","[0.81818182 0.9        0.53846154 0.77777778 0.9        0.55555556
 0.66666667 0.5        0.66666667 0.1       ]"
358,10.0,5.0,21.0,0.66,"[0.9        0.81818182 0.72727273 0.54545455 0.46666667 1.
 0.6        0.53846154 1.         0.16666667]","[0.81818182 0.9        0.61538462 0.66666667 0.7        0.66666667
 0.66666667 0.7        0.77777778 0.1       ]"
359,10.0,5.0,34.0,0.7,"[0.81818182 0.81818182 0.72727273 0.7        0.5625     1.
 0.66666667 0.53846154 0.875      0.4       ]","[0.81818182 0.9        0.61538462 0.77777778 0.9        0.66666667
 0.66666667 0.7        0.77777778 0.2       ]"
360,10.0,5.0,55.0,0.65,"[0.81818182 0.69230769 0.66666667 0.63636364 0.64285714 1.
 0.7        0.42857143 0.77777778 0.2       ]","[0.81818182 0.9        0.46153846 0.77777778 0.9        0.44444444
 0.77777778 0.6        0.77777778 0.1       ]"
361,10.0,5.0,89.0,0.63,"[0.81818182 0.69230769 0.66666667 0.58333333 0.6        1.
 0.66666667 0.41666667 0.75       0.28571429]","[0.81818182 0.9        0.46153846 0.77777778 0.9        0.44444444
 0.66666667 0.5        0.66666667 0.2       ]"
362,10.0,5.0,144.0,0.6,"[0.9        0.5625     0.5        0.66666667 0.64285714 1.
 0.55555556 0.5        0.57142857 0.33333333]","[0.81818182 0.9        0.38461538 0.66666667 0.9        0.44444444
 0.55555556 0.6        0.44444444 0.3       ]"
363,10.0,5.0,1.0,0.68,"[0.9        0.9        0.5        0.77777778 0.875      0.63636364
 0.66666667 0.55555556 0.54545455 0.6       ]","[0.9        0.9        0.66666667 0.77777778 0.63636364 0.77777778
 0.4        0.5        0.66666667 0.6       ]"
364,10.0,5.0,2.0,0.66,"[0.71428571 0.90909091 0.52941176 0.66666667 0.7        0.5
 0.5        0.61538462 0.66666667 0.8       ]","[1.         1.         0.75       0.88888889 0.63636364 0.33333333
 0.3        0.8        0.44444444 0.4       ]"
365,10.0,5.0,3.0,0.66,"[0.71428571 0.75       0.47058824 0.77777778 0.72727273 0.75
 0.8        0.66666667 0.57142857 0.5       ]","[1.         0.9        0.66666667 0.77777778 0.72727273 0.66666667
 0.4        0.6        0.44444444 0.4       ]"
366,10.0,5.0,5.0,0.73,"[0.81818182 0.90909091 0.46666667 0.7        0.83333333 0.66666667
 0.5        0.75       0.85714286 0.85714286]","[0.9        1.         0.58333333 0.77777778 0.90909091 0.66666667
 0.3        0.9        0.66666667 0.6       ]"
367,10.0,5.0,8.0,0.72,"[0.81818182 0.90909091 0.53846154 0.72727273 0.71428571 0.71428571
 0.57142857 0.7        0.77777778 0.71428571]","[0.9        1.         0.58333333 0.88888889 0.90909091 0.55555556
 0.4        0.7        0.77777778 0.5       ]"
368,10.0,5.0,13.0,0.73,"[0.83333333 0.90909091 0.63636364 0.7        0.71428571 0.625
 0.71428571 0.63636364 0.77777778 0.71428571]","[1.         1.         0.58333333 0.77777778 0.90909091 0.55555556
 0.5        0.7        0.77777778 0.5       ]"
369,10.0,5.0,21.0,0.73,"[0.76923077 0.83333333 0.63636364 0.72727273 0.72727273 0.75
 0.75       0.66666667 0.77777778 0.66666667]","[1.         1.         0.58333333 0.88888889 0.72727273 0.33333333
 0.6        0.8        0.77777778 0.6       ]"
370,10.0,5.0,34.0,0.74,"[0.83333333 0.76923077 0.77777778 0.61538462 0.75       1.
 0.66666667 0.64285714 0.77777778 0.83333333]","[1.         1.         0.58333333 0.88888889 0.81818182 0.33333333
 0.6        0.9        0.77777778 0.5       ]"
371,10.0,5.0,55.0,0.7,"[0.83333333 0.625      0.66666667 0.61538462 0.75       1.
 0.625      0.66666667 0.77777778 0.71428571]","[1.         1.         0.5        0.88888889 0.81818182 0.22222222
 0.5        0.8        0.77777778 0.5       ]"
372,10.0,5.0,89.0,0.63,"[0.83333333 0.5        0.5        0.63636364 0.77777778 0.
 0.57142857 0.57142857 0.875      0.625     ]","[1.         1.         0.41666667 0.77777778 0.63636364 0.
 0.4        0.8        0.77777778 0.5       ]"
373,10.0,5.0,144.0,0.59,"[0.83333333 0.5        0.33333333 0.63636364 0.77777778 0.5
 0.2        0.57142857 0.85714286 0.625     ]","[1.         1.         0.33333333 0.77777778 0.63636364 0.11111111
 0.1        0.8        0.66666667 0.5       ]"
374,10.0,5.0,1.0,0.7,"[0.90909091 1.         0.6        0.55555556 0.85714286 0.6
 0.88888889 0.6        0.66666667 0.46666667]","[1.         1.         0.75       0.55555556 0.54545455 0.33333333
 0.8        0.6        0.66666667 0.7       ]"
375,10.0,5.0,2.0,0.65,"[0.76923077 1.         0.5        0.5        0.61538462 0.57142857
 1.         0.58333333 0.66666667 0.6       ]","[1.         1.         0.83333333 0.55555556 0.72727273 0.44444444
 0.4        0.7        0.44444444 0.3       ]"
376,10.0,5.0,3.0,0.71,"[0.76923077 1.         0.55555556 0.5        0.72727273 1.
 0.85714286 0.7        0.625      0.66666667]","[1.         1.         0.83333333 0.55555556 0.72727273 0.44444444
 0.6        0.7        0.55555556 0.6       ]"
377,10.0,5.0,5.0,0.71,"[0.83333333 1.         0.6        0.54545455 0.72727273 0.75
 0.77777778 0.53846154 0.71428571 0.75      ]","[1.         1.         0.75       0.66666667 0.72727273 0.33333333
 0.7        0.7        0.55555556 0.6       ]"
378,10.0,5.0,8.0,0.73,"[0.90909091 1.         0.69230769 0.54545455 0.72727273 0.6
 0.72727273 0.57142857 0.71428571 0.85714286]","[1.         1.         0.75       0.66666667 0.72727273 0.33333333
 0.8        0.8        0.55555556 0.6       ]"
379,10.0,5.0,13.0,0.73,"[0.90909091 1.         0.75       0.5        0.72727273 1.
 0.72727273 0.53333333 0.75       0.75      ]","[1.         1.         0.75       0.66666667 0.72727273 0.22222222
 0.8        0.8        0.66666667 0.6       ]"
380,10.0,5.0,21.0,0.72,"[0.90909091 0.90909091 0.81818182 0.54545455 0.66666667 0.75
 0.72727273 0.53333333 0.75       0.66666667]","[1.         1.         0.75       0.66666667 0.72727273 0.33333333
 0.8        0.8        0.66666667 0.4       ]"
381,10.0,5.0,34.0,0.72,"[0.90909091 0.90909091 0.81818182 0.6        0.63636364 0.75
 0.72727273 0.5        0.77777778 0.6       ]","[1.         1.         0.75       0.66666667 0.63636364 0.33333333
 0.8        0.6        0.77777778 0.6       ]"
382,10.0,5.0,55.0,0.69,"[0.90909091 0.90909091 0.81818182 0.54545455 0.66666667 0.75
 0.72727273 0.45454545 0.71428571 0.45454545]","[1.         1.         0.75       0.66666667 0.72727273 0.33333333
 0.8        0.5        0.55555556 0.5       ]"
383,10.0,5.0,89.0,0.68,"[1.         0.83333333 0.81818182 0.45454545 0.66666667 0.5
 0.7        0.42857143 0.75       0.625     ]","[1.         1.         0.75       0.55555556 0.72727273 0.22222222
 0.7        0.6        0.66666667 0.5       ]"
384,10.0,5.0,144.0,0.66,"[1.         0.58823529 0.88888889 0.5        0.72727273 0.4
 0.81818182 0.42857143 0.625      0.6       ]","[1.         1.         0.66666667 0.55555556 0.72727273 0.22222222
 0.9        0.6        0.55555556 0.3       ]"
385,10.0,5.0,1.0,0.7,"[0.81818182 0.81818182 0.83333333 0.66666667 0.46153846 0.71428571
 1.         0.55555556 0.72727273 0.5       ]","[0.9        0.9        0.83333333 0.88888889 0.6        0.55555556
 0.6        0.45454545 0.88888889 0.4       ]"
